Id,SalePrice
1461,124002.0
1462,160187.0
1463,186033.0
1464,200150.0
1465,189114.0
1466,173655.0
1467,176544.0
1468,165384.0
1469,189392.0
1470,124093.0
1471,189413.0
1472,96176.0
1473,95282.0
1474,146283.0
1475,114189.0
1476,366691.0
1477,250051.0
1478,287135.0
1479,288616.0
1480,571772.3
1481,325892.0
1482,207328.0
1483,173559.0
1484,163399.0
1485,183468.0
1486,194781.0
1487,335944.0
1488,242432.0
1489,203265.0
1490,237174.0
1491,192595.0
1492,93605.0
1493,187319.0
1494,289552.0
1495,284708.0
1496,239216.0
1497,182321.0
1498,164905.0
1499,160601.0
1500,155530.0
1501,177223.0
1502,143782.0
1503,306731.0
1504,239975.0
1505,226135.0
1506,187197.0
1507,253836.0
1508,201361.0
1509,159776.0
1510,145269.0
1511,146878.0
1512,171225.0
1513,148566.0
1514,164287.0
1515,188494.0
1516,150476.0
1517,167587.0
1518,128447.0
1519,217474.0
1520,132941.0
1521,137222.0
1522,175100.0
1523,115126.0
1524,126589.0
1525,124743.0
1526,114651.0
1527,103027.0
1528,136123.0
1529,152687.0
1530,179522.0
1531,97749.0
1532,94585.0
1533,145759.0
1534,121217.0
1535,148055.0
1536,106214.0
1537,61344.0
1538,160667.0
1539,189805.0
1540,91764.0
1541,143576.0
1542,140901.0
1543,198728.0
1544,84486.0
1545,111228.0
1546,130523.0
1547,133448.0
1548,138616.0
1549,118058.0
1550,137167.0
1551,108270.0
1552,141762.0
1553,155157.0
1554,121023.0
1555,166158.0
1556,80771.0
1557,101600.0
1558,96188.0
1559,80146.0
1560,126236.0
1561,138533.0
1562,131124.0
1563,123977.0
1564,154269.0
1565,149248.0
1566,240879.0
1567,77954.0
1568,230938.0
1569,132977.0
1570,138339.0
1571,117208.0
1572,146247.0
1573,239638.0
1574,120546.0
1575,228153.0
1576,245781.0
1577,189732.0
1578,141114.0
1579,144274.0
1580,192867.0
1581,155016.0
1582,127388.0
1583,315329.0
1584,221989.0
1585,139354.0
