Id,SalePrice
1461,124410.0
1462,161634.0
1463,184514.0
1464,198257.0
1465,189956.0
1466,173496.0
1467,178173.0
1468,166108.0
1469,189353.0
1470,123809.0
1471,189898.0
1472,95507.0
1473,95471.0
1474,147868.0
1475,115667.0
1476,369579.0
1477,249237.0
1478,279438.0
1479,280873.0
1480,568702.2000000001
1481,332598.0
1482,205702.0
1483,172949.0
1484,163881.0
1485,180706.0
1486,196392.0
1487,328903.0
1488,243379.0
1489,202230.0
1490,240514.0
1491,190963.0
1492,91809.0
1493,184667.0
1494,284609.0
1495,285029.0
1496,238673.0
1497,181559.0
1498,164399.0
1499,162683.0
1500,156166.0
1501,175945.0
1502,145536.0
1503,294956.0
1504,243441.0
1505,229309.0
1506,186582.0
1507,259456.0
1508,199162.0
1509,160165.0
1510,146646.0
1511,146262.0
1512,174412.0
1513,148753.0
1514,162518.0
1515,194313.0
1516,149189.0
1517,164918.0
1518,129637.0
1519,213956.0
1520,135266.0
1521,136365.0
1522,173191.0
1523,115851.0
1524,125411.0
1525,124407.0
1526,113176.0
1527,104691.0
1528,136280.0
1529,152636.0
1530,181184.0
1531,98352.0
1532,96466.0
1533,153312.0
1534,120199.0
1535,150810.0
1536,111343.0
1537,60614.0
1538,160560.0
1539,185236.0
1540,92644.0
1541,139753.0
1542,142610.0
1543,197942.0
1544,84168.0
1545,112899.0
1546,130753.0
1547,136407.0
1548,137677.0
1549,116788.0
1550,135218.0
1551,107966.0
1552,147760.0
1553,149835.0
1554,123541.0
1555,166688.0
1556,84600.0
1557,105153.0
1558,100882.0
1559,84227.0
1560,125069.0
1561,140321.0
1562,132294.0
1563,124476.0
1564,155734.0
1565,147811.0
1566,238992.0
1567,78064.0
1568,228586.0
1569,139539.0
1570,136710.0
1571,118578.0
1572,144184.0
1573,240765.0
1574,119020.0
1575,221663.0
1576,252538.0
1577,187311.0
1578,138496.0
1579,144465.0
1580,192407.0
1581,153929.0
1582,127350.0
1583,318406.0
1584,222418.0
1585,139922.0
1586,65048.0
1587,99104.0
1588,151961.0
1589,100129.0
1590,134179.0
1591,92899.0
1592,118603.0
1593,123929.0
1594,134171.0
1595,108586.0
1596,226653.0
1597,185872.0
1598,208771.0
1599,164448.0
1600,160411.0
1601,61651.0
1602,115198.0
1603,84348.0
1604,264283.0
1605,244356.0
1606,157087.0
1607,166627.0
1608,215853.0
1609,185802.0
1610,154139.0
1611,135646.0
1612,170568.0
1613,168706.0
1614,129940.0
1615,88893.0
1616,78884.0
1617,93033.0
1618,129548.0
1619,140856.0
1620,165976.0
1621,137219.0
1622,143108.0
1623,261301.0
1624,209069.0
1625,118716.0
1626,167300.0
1627,191528.0
1628,279897.0
1629,175018.0
1630,361656.0
1631,218372.0
1632,236688.0
1633,173193.0
1634,188360.0
1635,173587.0
1636,150673.0
1637,207800.0
1638,180799.0
1639,182986.0
1640,258658.0
1641,179415.0
1642,234842.0
1643,214786.0
1644,226384.0
1645,202170.0
1646,160605.0
1647,160644.0
1648,129325.0
1649,139678.0
1650,115187.0
1651,123321.0
1652,95498.0
1653,104299.0
1654,145279.0
1655,141506.0
1656,143355.0
1657,148898.0
1658,144626.0
1659,124646.0
1660,148375.0
1661,451038.0
1662,409463.0
1663,384105.0
1664,586344.0
1665,305939.0
1666,327186.0
1667,380687.0
1668,331105.0
1669,297842.0
1670,342410.0
1671,261319.0
1672,466203.0
1673,286684.0
1674,239837.0
1675,191755.0
1676,191969.0
1677,222047.0
1678,550429.0
1679,403821.0
1680,342572.0
1681,244613.0
1682,300972.0
1683,179158.0
1684,170100.0
1685,170822.0
1686,169751.0
1687,169139.0
1688,188634.0
1689,195543.0
1690,190657.0
1691,179035.0
1692,260843.0
1693,166648.0
1694,180357.0
1695,166250.0
1696,270399.0
1697,171634.0
1698,347904.0
1699,303483.0
1700,247924.0
1701,264750.0
1702,248714.0
1703,247591.0
1704,285047.0
1705,239431.0
1706,462267.0
1707,218380.0
1708,206579.0
1709,270879.0
1710,218370.0
1711,269079.0
1712,264211.0
1713,278256.0
1714,221264.0
1715,204945.0
1716,182059.0
1717,171624.0
1718,134038.0
1719,205048.0
1720,224452.0
1721,164243.0
1722,121882.0
1723,156376.0
1724,212475.0
1725,237375.0
1726,183679.0
1727,153521.0
1728,169528.0
1729,167581.0
1730,156715.0
1731,122814.0
1732,132709.0
1733,118996.0
1734,126751.0
1735,125870.0
1736,115892.0
1737,296687.0
1738,241223.0
1739,261124.0
1740,227519.0
1741,195209.0
1742,172249.0
1743,172228.0
1744,292421.0
1745,215625.0
1746,178658.0
1747,212705.0
1748,229788.0
1749,152252.0
1750,129318.0
1751,241366.0
1752,121116.0
1753,146369.0
1754,192544.0
1755,170302.0
1756,140460.0
1757,122458.0
1758,142883.0
1759,159752.0
1760,170163.0
1761,143594.0
1762,182328.0
1763,170199.0
1764,114631.0
1765,162027.0
1766,183504.0
1767,233653.0
1768,143132.0
1769,171100.0
1770,147673.0
1771,127343.0
1772,137332.0
1773,136246.0
1774,139531.0
1775,140165.0
1776,125202.0
1777,110974.0
1778,137442.0
1779,114215.0
1780,174162.0
1781,126368.0
1782,90967.0
1783,145842.0
1784,115642.0
1785,123410.0
1786,136316.0
1787,160686.0
1788,55450.0
1789,94915.0
1790,74191.0
1791,181284.0
1792,162466.0
1793,123042.0
1794,148339.0
1795,134618.0
1796,121727.0
1797,120237.0
1798,122707.0
1799,113640.0
1800,130552.0
1801,130982.0
1802,124533.0
1803,148338.0
1804,140521.0
1805,134259.0
1806,125350.0
1807,124579.0
1808,115585.0
1809,121346.0
1810,146480.0
1811,96265.0
1812,96991.0
1813,123748.0
1814,96150.0
1815,40678.33
1816,96624.0
1817,108787.0
1818,146079.0
1819,128378.0
1820,59390.0
1821,112524.0
1822,149469.0
1823,37240.28
1824,129554.0
1825,142154.0
