Id,SalePrice
1461,59447.0
1462,76902.0
1463,89671.0
1464,95878.0
1465,90231.0
1466,83359.0
1467,84241.0
1468,79430.0
1469,91612.0
1470,59478.0
1471,90527.0
1472,46031.0
1473,45736.0
1474,70170.0
1475,55057.0
1476,175369.0
1477,120358.0
1478,137818.0
1479,137858.0
1480,275551.10000000003
1481,156559.0
1482,99553.0
1483,82820.0
1484,78141.0
1485,88008.0
1486,93457.0
1487,161249.0
1488,116474.0
1489,97182.0
1490,114321.0
1491,91935.0
1492,44321.0
1493,89423.0
1494,139203.0
1495,137603.0
1496,115616.0
1497,87360.0
1498,79338.0
1499,77210.0
1500,75168.0
1501,85162.0
1502,68861.0
1503,147441.0
1504,116081.0
1505,108435.0
1506,89938.0
1507,121211.0
1508,95921.0
1509,76559.0
1510,69882.0
1511,70536.0
1512,82477.0
1513,71634.0
1514,78248.0
1515,91067.0
1516,72197.0
1517,80243.0
1518,62239.0
1519,104863.0
1520,63600.0
1521,65795.0
1522,83805.0
1523,55383.0
1524,60833.0
1525,59945.0
1526,54990.0
1527,49228.0
1528,65395.0
1529,73251.0
1530,86405.0
1531,46971.0
1532,45383.0
1533,70257.0
1534,58384.0
1535,71342.0
1536,51185.0
1537,29409.0
1538,77201.0
1539,90766.0
1540,43934.0
1541,68752.0
1542,67511.0
1543,95080.0
1544,40249.0
1545,53357.0
1546,62457.0
1547,64022.0
1548,66665.0
1549,56224.0
1550,65742.0
1551,52005.0
1552,68633.0
1553,74154.0
1554,57837.0
1555,79885.0
1556,39519.0
1557,49007.0
1558,46171.0
1559,38059.0
1560,60383.0
1561,67386.0
1562,62908.0
1563,59386.0
1564,73659.0
1565,71726.0
1566,115466.0
1567,37406.0
1568,110411.0
1569,63616.0
1570,66320.0
1571,56051.0
1572,69895.0
1573,115050.0
1574,58048.0
1575,110058.0
1576,118348.0
1577,90413.0
1578,67802.0
1579,69495.0
1580,91982.0
1581,74385.0
1582,61150.0
1583,150643.0
1584,106319.0
1585,66845.0
1586,30211.0
1587,47644.0
1588,73471.0
1589,47078.0
1590,64169.0
1591,44945.0
1592,56584.0
1593,59850.0
1594,65218.0
1595,51833.0
1596,112487.0
1597,91714.0
1598,101587.0
1599,79790.0
1600,78340.0
1601,29265.0
1602,54494.0
1603,41062.0
1604,126577.0
1605,116831.0
1606,81760.0
1607,80157.0
1608,103989.0
1609,89643.0
1610,73734.0
1611,66745.0
1612,81751.0
1613,80902.0
1614,60838.0
1615,42523.0
1616,36987.0
1617,43937.0
1618,61198.0
1619,68102.0
1620,79340.0
1621,65037.0
1622,67529.0
1623,132887.0
1624,101303.0
1625,58233.0
1626,80267.0
1627,92521.0
1628,134802.0
1629,86241.0
1630,171572.0
1631,104949.0
1632,113362.0
1633,82536.0
1634,89343.0
1635,83887.0
1636,73625.0
1637,98996.0
1638,88441.0
1639,88346.0
1640,123865.0
1641,86080.0
1642,112933.0
1643,103746.0
1644,111618.0
1645,97379.0
1646,77867.0
1647,77228.0
1648,62183.0
1649,67891.0
1650,54998.0
1651,59195.0
1652,46160.0
1653,47989.0
1654,68902.0
1655,67922.0
1656,68510.0
1657,71332.0
1658,68669.0
1659,60212.0
1660,75093.0
1661,219256.0
1662,196833.0
1663,184351.0
1664,276617.0
1665,148170.0
1666,155805.0
1667,186255.0
1668,159936.0
1669,142466.0
1670,166588.0
1671,123492.0
1672,224958.0
1673,140923.0
1674,116214.0
1675,91667.0
1676,91291.0
1677,105808.0
1678,261937.50000000003
1679,190318.0
1680,162964.0
1681,119002.0
1682,145900.0
1683,85097.0
1684,81885.0
1685,82265.0
1686,80639.0
1687,80390.0
1688,90084.0
1689,93429.0
1690,92700.0
1691,86949.0
1692,127080.0
1693,80019.0
1694,86891.0
1695,78977.0
1696,131714.0
1697,82258.0
1698,168701.0
1699,148897.0
1700,119601.0
1701,129771.0
1702,120365.0
1703,119952.0
1704,135787.0
1705,113560.0
1706,208921.0
1707,104314.0
1708,99936.0
1709,129463.0
1710,105276.0
1711,128783.0
1712,127641.0
1713,131886.0
1714,106920.0
1715,99422.0
1716,87717.0
1717,82361.0
1718,65027.0
1719,97438.0
1720,115434.0
1721,78379.0
1722,59762.0
1723,75422.0
1724,101940.0
1725,114323.0
1726,87380.0
1727,75288.0
1728,81243.0
1729,79896.0
1730,75719.0
1731,58872.0
1732,62599.0
1733,57024.0
1734,60818.0
1735,60379.0
1736,54536.0
1737,148173.0
1738,114025.0
1739,122865.0
1740,107889.0
1741,93061.0
1742,83187.0
1743,83075.0
1744,153292.0
1745,105035.0
1746,86123.0
1747,102728.0
1748,107442.0
1749,71570.0
1750,61454.0
1751,114872.0
1752,58180.0
1753,70283.0
1754,93668.0
1755,81432.0
1756,62941.0
1757,58898.0
1758,68868.0
1759,75982.0
1760,79571.0
1761,69114.0
1762,88520.0
1763,82537.0
1764,56027.0
1765,74500.0
1766,87090.0
1767,108201.0
1768,68817.0
1769,83204.0
1770,72002.0
1771,60857.0
1772,64370.0
1773,62957.0
1774,67769.0
1775,67743.0
1776,59047.0
1777,53155.0
1778,66033.0
1779,57295.0
1780,83506.0
1781,61255.0
1782,43891.0
1783,69461.0
1784,54241.0
1785,58378.0
1786,65264.0
1787,75972.0
1788,26826.0
1789,45115.0
1790,36343.0
