Id,SalePrice
1461,40547.0
1462,54892.0
1463,61716.0
1464,66995.0
1465,64279.0
1466,57925.0
1467,59543.0
1468,55095.0
1469,63408.0
1470,40974.0
1471,63113.0
1472,32379.0
1473,32495.0
1474,49090.0
1475,37895.0
1476,120864.0
1477,83720.0
1478,95492.0
1479,92796.0
1480,185438.00000000003
1481,109014.0
1482,69644.0
1483,58987.0
1484,54764.0
1485,60584.0
1486,64716.0
1487,111492.0
1488,79755.0
1489,65884.0
1490,80034.0
1491,64522.0
1492,30462.0
1493,61162.0
1494,96445.0
1495,95340.0
1496,79872.0
1497,60287.0
1498,55976.0
1499,54155.0
1500,52931.0
1501,60369.0
1502,48597.0
1503,98115.0
1504,80720.0
1505,75845.0
1506,63445.0
1507,85683.0
1508,67485.0
1509,53954.0
1510,48531.0
1511,49312.0
1512,57677.0
1513,49187.0
1514,53084.0
1515,65257.0
1516,50994.0
1517,56145.0
1518,42895.0
1519,72374.0
1520,43672.0
1521,45156.0
1522,59084.0
1523,38429.0
1524,42335.0
1525,41560.0
1526,37757.0
1527,35488.0
1528,45751.0
1529,50392.0
1530,61185.0
1531,35855.0
1532,31314.0
1533,49486.0
1534,40265.0
1535,49411.0
1536,35977.0
1537,14050.960000000001
1538,54118.0
1539,65793.0
1540,31044.0
1541,47644.0
1542,46581.0
1543,65703.0
1544,27945.0
1545,38187.0
1546,43928.0
1547,44301.0
1548,45495.0
1549,39176.0
1550,44309.0
1551,35362.0
1552,47062.0
1553,49903.0
1554,40228.0
1555,53989.0
1556,28898.0
1557,34821.0
1558,33777.0
1559,24765.0
1560,42259.0
1561,44502.0
1562,42876.0
1563,41041.0
1564,52498.0
1565,49355.0
1566,80687.0
1567,25465.0
1568,78525.0
1569,43412.0
1570,45771.0
1571,38383.0
1572,48230.0
1573,80487.0
1574,39675.0
1575,76635.0
1576,83300.0
1577,60622.0
1578,48708.0
1579,48400.0
1580,63927.0
1581,52171.0
1582,42239.0
1583,104334.0
1584,73462.0
1585,46496.0
1586,22570.0
1587,34389.0
1588,51224.0
1589,32854.0
1590,44669.0
1591,31652.0
1592,38651.0
1593,41894.0
1594,44743.0
1595,35410.0
1596,73701.0
1597,62783.0
1598,72505.0
1599,55285.0
1600,52682.0
1601,21019.0
1602,38562.0
1603,27090.0
1604,87561.0
1605,80875.0
1606,55936.0
1607,56905.0
1608,70386.0
1609,60454.0
1610,50278.0
1611,45149.0
1612,56611.0
1613,55098.0
1614,42564.0
1615,30134.0
1616,26190.0
1617,31136.0
1618,42079.0
1619,47423.0
1620,51638.0
1621,45919.0
1622,47151.0
1623,89618.0
1624,71628.0
1625,40280.0
1626,55622.0
1627,64502.0
1628,94935.0
1629,59247.0
1630,120386.0
1631,74764.0
1632,81099.0
1633,55900.0
1634,61872.0
1635,58584.0
1636,50711.0
1637,66877.0
1638,62233.0
1639,61656.0
1640,84603.0
1641,59731.0
1642,79494.0
1643,73282.0
1644,78055.0
1645,66313.0
1646,53417.0
1647,52822.0
1648,43058.0
1649,46690.0
1650,37971.0
1651,40277.0
1652,32755.0
1653,34313.0
1654,47862.0
1655,46664.0
1656,46802.0
1657,48760.0
1658,47579.0
1659,41316.0
1660,51264.0
1661,148172.0
1662,134063.0
1663,125969.0
1664,188409.1
1665,101631.0
1666,109314.0
1667,126881.0
1668,112786.0
1669,99356.0
1670,114220.0
1671,88167.0
1672,149768.0
1673,98255.0
1674,81967.0
1675,64800.0
1676,65442.0
1677,73405.0
1678,180977.50000000003
1679,130339.0
1680,112501.0
1681,81139.0
1682,102554.0
1683,60882.0
1684,56813.0
1685,57205.0
1686,56497.0
1687,55442.0
1688,63371.0
1689,64461.0
1690,64720.0
1691,60525.0
1692,87690.0
1693,55334.0
1694,60973.0
1695,54337.0
1696,92060.0
1697,56702.0
1698,115556.0
1699,103211.0
1700,84313.0
1701,89714.0
1702,83385.0
1703,81752.0
1704,95663.0
1705,77806.0
1706,145570.0
1707,70826.0
1708,67796.0
1709,90845.0
1710,74420.0
1711,89386.0
1712,86184.0
1713,92382.0
1714,75454.0
1715,69290.0
1716,61032.0
1717,57190.0
1718,45233.0
1719,68687.0
1720,80137.0
1721,53922.0
1722,41807.0
1723,51935.0
1724,69292.0
1725,79776.0
1726,61177.0
1727,51126.0
1728,57680.0
1729,55468.0
1730,51211.0
1731,40723.0
1732,43866.0
1733,38858.0
1734,41376.0
1735,41634.0
1736,37734.0
1737,103907.0
1738,80987.0
1739,86320.0
1740,74534.0
1741,64873.0
1742,58742.0
1743,58945.0
1744,106804.0
1745,72761.0
1746,61614.0
1747,72546.0
1748,76552.0
1749,48199.0
1750,42520.0
1751,80021.0
1752,39936.0
1753,49062.0
1754,65472.0
1755,57165.0
1756,44193.0
1757,40817.0
1758,48405.0
1759,53541.0
1760,54393.0
1761,48340.0
1762,60277.0
1763,59074.0
1764,39091.0
1765,56031.0
1766,62313.0
1767,74825.0
1768,47981.0
1769,57647.0
1770,50688.0
1771,41140.0
1772,44803.0
1773,42125.0
1774,45941.0
1775,47462.0
1776,42377.0
1777,36779.0
1778,46665.0
1779,39535.0
1780,57487.0
1781,42503.0
1782,29806.0
1783,48146.0
1784,36973.0
1785,41255.0
1786,50028.0
1787,54553.0
1788,18942.0
1789,32598.0
1790,26448.0
1791,60668.0
1792,54025.0
1793,42883.0
1794,51069.0
1795,45258.0
1796,42288.0
1797,38530.0
1798,41136.0
1799,38451.0
1800,43051.0
1801,43480.0
1802,42603.0
1803,49535.0
1804,46016.0
1805,44875.0
1806,41435.0
1807,43538.0
1808,39671.0
1809,40533.0
1810,46917.0
1811,29857.0
1812,32729.0
1813,41152.0
1814,31088.0
1815,13973.19
1816,33221.0
1817,35346.0
1818,50105.0
1819,42747.0
1820,20020.0
1821,36803.0
1822,50716.0
1823,11857.23
1824,42741.0
1825,46465.0
1826,35019.0
1827,33703.0
1828,45340.0
1829,38893.0
1830,48636.0
1831,49960.0
1832,24701.0
1833,46092.0
1834,40308.0
1835,40942.0
1836,42505.0
1837,27698.0
1838,42690.0
1839,34424.0
1840,51076.0
1841,47231.0
1842,30270.0
1843,43959.0
1844,45188.0
1845,46267.0
1846,51817.0
1847,55355.0
1848,13923.14
1849,36897.0
1850,39206.0
1851,51842.0
1852,40834.0
1853,43179.0
1854,55460.0
1855,49574.0
1856,74729.0
1857,47967.0
1858,45292.0
1859,38468.0
1860,48973.0
1861,38638.0
1862,100232.0
1863,94877.0
1864,94954.0
1865,115098.0
1866,110828.0
1867,75822.0
1868,97548.0
1869,68080.0
1870,75601.0
1871,83092.0
1872,57045.0
1873,82029.0
1874,50739.0
1875,67735.0
1876,66590.0
1877,71090.0
1878,68105.0
1879,43787.0
1880,44549.0
1881,82960.0
1882,83304.0
1883,62044.0
1884,68779.0
1885,81215.0
1886,95599.0
1887,70533.0
1888,91039.0
1889,55796.0
1890,39957.0
1891,43921.0
1892,32933.0
1893,44402.0
1894,42915.0
1895,45111.0
1896,42878.0
1897,38368.0
1898,38999.0
1899,53041.0
1900,52093.0
1901,56951.0
1902,51439.0
1903,71052.0
1904,48670.0
1905,66703.0
1906,51057.0
1907,70779.0
1908,36524.0
1909,42987.0
1910,39539.0
1911,72346.0
1912,110256.0
1913,47154.0
1914,22534.0
1915,103588.0
1916,21177.0
1917,82114.0
1918,47203.0
1919,57579.0
1920,50908.0
1921,129955.0
1922,106044.0
1923,75582.0
1924,77811.0
1925,65612.0
1926,129650.0
1927,44277.0
1928,51072.0
1929,43009.0
1930,43725.0
1931,46774.0
1932,46337.0
1933,61239.0
1934,60993.0
1935,57412.0
1936,65538.0
1937,60797.0
1938,56409.0
1939,80908.0
1940,63241.0
1941,57732.0
1942,61480.0
1943,69877.0
1944,119008.0
1945,131277.0
1946,47605.0
1947,105560.0
1948,60456.0
1949,82221.0
1950,62358.0
1951,82024.0
1952,70359.0
1953,56987.0
1954,60987.0
1955,45126.0
1956,105276.0
1957,51949.0
1958,102662.0
1959,47133.0
1960,37564.0
1961,40885.0
1962,32465.0
1963,35389.0
1964,36193.0
1965,47793.0
1966,46220.0
1967,97819.0
1968,140274.0
1969,129459.0
1970,144437.0
1971,175996.7
1972,125589.0
1973,87663.0
1974,109908.0
1975,192043.50000000003
1976,91135.0
1977,119006.0
1978,119001.0
1979,110781.0
1980,67771.0
1981,115819.0
1982,73236.0
1983,67296.0
1984,55491.0
1985,76097.0
1986,70760.0
1987,60412.0
1988,57928.0
1989,63843.0
1990,70505.0
1991,77678.0
1992,72534.0
1993,55106.0
1994,78907.0
1995,61775.0
